ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:44:22
ReinChange = -1.1131863552213481, Volatility: 0.925, LukeChange = -2.314760077903359, Volatility: 0.9944444444444445, BradleyChange = -2.3852227344803905, Volatility: 1.3416666666666668, AdamChange = -1.0427236986443167, Volatility: 1.08125, ThomasChange = 1.8124199374328347, Volatility: 1.08125, MossChange = 1.3594659377411897, Volatility: 1.08125, AaronChange = 1.9573652173341611, Volatility: 1.1928571428571428, AlexChange = 1.4609276336721182, Volatility: 1.08125, Team1Perf = 995, Team2Perf = 1027, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 45.69901465068926, Volatility: 0.8681818181818182, AdamChange = 58.6191549184234, Volatility: 0.9944444444444445, BradleyChange = 116.04200055279733, Volatility: 1.1928571428571428, TomChange = 103.12186028506319, Volatility: 1.1928571428571428, LukeChange = -104.19853864070771, Volatility: 0.925, MossChange = -76.56379417916524, Volatility: 0.9944444444444445, ThomasChange = -80.51161481652846, Volatility: 0.9944444444444445, JeftaChange = -118.19535726408635, Volatility: 1.55, Team1Perf = 2011, Team2Perf = 4, DateOfMatch = 27/10/2022 21:59:32
MarlonChange = -28.711548226260277, Volatility: 1.55, LuddowChange = -30.376879702326928, Volatility: 1.3416666666666668, ReinChange = -9.282681005482644, Volatility: 0.8208333333333333, MossChange = -10.948012481549299, Volatility: 0.925, LukeChange = 14.098834464917772, Volatility: 0.8681818181818182, TomChange = 16.380619516476834, Volatility: 1.08125, ThomasChange = 17.994565040750313, Volatility: 0.925, JackChange = 11.037903298192203, Volatility: 0.9944444444444445, Team1Perf = 781, Team2Perf = 1223, DateOfMatch = 27/10/2022 21:59:32
AlexChange = 20.549400273821593, Volatility: 0.9944444444444445, MossChange = 12.348774956699573, Volatility: 0.8681818181818182, ReinChange = 5.501252816902686, Volatility: 0.7807692307692307, HoekChange = 27.27391303386165, Volatility: 1.1928571428571428, LukeChange = -36.16627148896315, Volatility: 0.8208333333333333, AdamChange = -28.59726377192766, Volatility: 0.925, RachelChange = -36.573833442957365, Volatility: 1.55, JackChange = -29.412387679916094, Volatility: 0.925, Team1Perf = 1337, Team2Perf = 580, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 2.78376020300711, Volatility: 0.7464285714285714, LukeChange = 10.991406993200068, Volatility: 0.7807692307692307, MossChange = 6.436163024642976, Volatility: 0.8208333333333333, RachelChange = 12.715012819140588, Volatility: 1.3416666666666668, AdamChange = -8.68920298986685, Volatility: 0.8681818181818182, ThomasChange = -11.120806039995596, Volatility: 0.8681818181818182, KoenChange = -13.387554646047818, Volatility: 1.1928571428571428, NielsChange = -12.52206881464606, Volatility: 1.1928571428571428, Team1Perf = 1163, Team2Perf = 787, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 18.34182097707795, Volatility: 0.7166666666666666, AlvesChange = 80.46538662380725, Volatility: 1.55, AlexChange = 61.65844780497318, Volatility: 0.925, MossChange = 37.14875979591201, Volatility: 0.7807692307692307, GarrettChange = -96.25654045023147, Volatility: 1.55, GallagherChange = -96.25654045023147, Volatility: 1.55, LukeChange = -77.82289284453245, Volatility: 0.7464285714285714, JackChange = -59.82468573345624, Volatility: 0.8681818181818182, Team1Perf = 1751, Team2Perf = 198, DateOfMatch = 27/10/2022 21:59:32
GallagherChange = 19.78947799525462, Volatility: 1.3416666666666668, JackChange = 12.206144532303872, Volatility: 0.8208333333333333, LuddowChange = 27.414025227025753, Volatility: 1.1928571428571428, ReinChange = 4.581597300532741, Volatility: 0.690625, LukeChange = -22.47813188640803, Volatility: 0.7166666666666666, GarrettChange = -28.095226882751216, Volatility: 1.3416666666666668, AlvesChange = -29.206943600777468, Volatility: 1.3416666666666668, AlexChange = -37.105983439385064, Volatility: 0.8681818181818182, Team1Perf = 1355, Team2Perf = 597, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 7.200228535832791, Volatility: 0.6676470588235293, RikChange = 29.392389652846457, Volatility: 1.55, LukeChange = 13.682800120120366, Volatility: 0.690625, RachelChange = 27.215759777830193, Volatility: 1.1928571428571428, AlvesChange = -28.8785121782741, Volatility: 1.1928571428571428, AaronChange = -24.98478019918096, Volatility: 1.08125, JackChange = -12.876223434927912, Volatility: 0.7807692307692307, AlexChange = -24.17754308156409, Volatility: 0.8208333333333333, Team1Perf = 1378, Team2Perf = 622, DateOfMatch = 27/10/2022 21:59:32
LukeChange = 29.059424771645524, Volatility: 0.6676470588235293, AaronChange = 31.29389704534875, Volatility: 0.9944444444444445, AlexChange = 38.80984923871416, Volatility: 0.7807692307692307, RikChange = 36.57537696501093, Volatility: 1.3416666666666668, ReinChange = -4.958883488962893, Volatility: 0.6472222222222221, JackChange = -26.715984796787588, Volatility: 0.7464285714285714, RachelChange = -43.89851608604401, Volatility: 1.08125, AlvesChange = -41.07195249733516, Volatility: 1.08125, Team1Perf = 1432, Team2Perf = 566, DateOfMatch = 27/10/2022 21:59:32
ReinChange = -0.04955966263979983, Volatility: 0.6289473684210526, LukeChange = -0.09149823066074056, Volatility: 0.6472222222222221, GarrettChange = -0.0904159450343937, Volatility: 1.1928571428571428, BradleyChange = -0.1323545130553344, Volatility: 1.08125, AronChange = 0.07780773785910675, Volatility: 1.1928571428571428, RikChange = 0.11085881234793084, Volatility: 1.1928571428571428, AdamChange = 0.05319905739731922, Volatility: 0.8208333333333333, TomChange = 0.10654780263199727, Volatility: 0.9944444444444445, Team1Perf = 1040, Team2Perf = 1042, DateOfMatch = 27/10/2022 21:59:32
ReinChange = 26.755588481884427, Volatility: 0.6125, AronChange = 43.56822178469018, Volatility: 1.08125, RikChange = 34.34839061863541, Volatility: 1.08125, TomChange = 35.9754196479392, Volatility: 0.925, LukeChange = -17.87683081419215, Volatility: 0.6289473684210526, JackChange = -9.408858323259029, Volatility: 0.7166666666666666, GarrettChange = -17.312299314796608, Volatility: 1.08125, BradleyChange = -89.29006548772817, Volatility: 0.9944444444444445, Team1Perf = 1718, Team2Perf = 348, DateOfMatch = 28/10/2022 14:22:06
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 28/10/2022 14:24:27
ReinChange = 36.83578379751772, Volatility: 1.3416666666666668, JackChange = 36.83578379751772, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -38.693050207476595, Volatility: 1.55, AdamChange = -38.693050207476595, Volatility: 1.55, HoekChange = -36.83578379751772, Volatility: 1.3416666666666668, LukeChange = -38.693050207476595, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 28/10/2022 14:24:27
AronChange = 117.8132107170729, Volatility: 1.55, ReinChange = 104.24373418196083, Volatility: 1.1928571428571428, LukeChange = 104.06280782815935, Volatility: 1.3416666666666668, ThomasChange = 117.6322843632714, Volatility: 1.3416666666666668, JackChange = -115.91092091695286, Volatility: 1.1928571428571428, AdamChange = -104.14178289101908, Volatility: 1.3416666666666668, MossChange = -104.14178289101908, Volatility: 1.3416666666666668, AlexChange = -109.39262908720491, Volatility: 1.3416666666666668, Team1Perf = 1996, Team2Perf = 7, DateOfMatch = 28/10/2022 14:24:27
ReinChange = 34.136515276492354, Volatility: 1.08125, MossChange = 23.12641541987301, Volatility: 1.1928571428571428, AaronChange = 51.393480299987914, Volatility: 1.3416666666666668, AronChange = 40.38338044336857, Volatility: 1.3416666666666668, LukeChange = -48.441155433071565, Volatility: 1.1928571428571428, AdamChange = -23.170910687636113, Volatility: 1.1928571428571428, AlexChange = -34.436902153093406, Volatility: 1.1928571428571428, KoenChange = -45.38994941117688, Volatility: 1.55, Team1Perf = 1563, Team2Perf = 443, DateOfMatch = 28/10/2022 14:24:27
LukeChange = 29.57587606468871, Volatility: 1.08125, ReinChange = 17.339224363119083, Volatility: 0.9944444444444445, KoenChange = 23.4813569292766, Volatility: 1.3416666666666668, LuddowChange = 27.766565696363244, Volatility: 1.55, JackChange = -18.85441193215223, Volatility: 1.08125, NielsChange = -26.297570754798578, Volatility: 1.3416666666666668, TomChange = -26.297570754798578, Volatility: 1.3416666666666668, ThomasChange = -23.005404352474233, Volatility: 1.1928571428571428, Team1Perf = 1402, Team2Perf = 641, DateOfMatch = 28/10/2022 14:24:27
ReinChange = -1.1131863552213481, Volatility: 0.925, LukeChange = -2.314760077903359, Volatility: 0.9944444444444445, BradleyChange = -2.3852227344803905, Volatility: 1.3416666666666668, AdamChange = -1.0427236986443167, Volatility: 1.08125, ThomasChange = 1.8124199374328347, Volatility: 1.08125, MossChange = 1.3594659377411897, Volatility: 1.08125, AaronChange = 1.9573652173341611, Volatility: 1.1928571428571428, AlexChange = 1.4609276336721182, Volatility: 1.08125, Team1Perf = 995, Team2Perf = 1027, DateOfMatch = 28/10/2022 14:24:27
ReinChange = 45.69901465068926, Volatility: 0.8681818181818182, AdamChange = 58.6191549184234, Volatility: 0.9944444444444445, BradleyChange = 116.04200055279733, Volatility: 1.1928571428571428, TomChange = 103.12186028506319, Volatility: 1.1928571428571428, LukeChange = -104.19853864070771, Volatility: 0.925, MossChange = -76.56379417916524, Volatility: 0.9944444444444445, ThomasChange = -80.51161481652846, Volatility: 0.9944444444444445, JeftaChange = -118.19535726408635, Volatility: 1.55, Team1Perf = 2011, Team2Perf = 4, DateOfMatch = 28/10/2022 14:24:27
MarlonChange = -28.711548226260277, Volatility: 1.55, LuddowChange = -30.376879702326928, Volatility: 1.3416666666666668, ReinChange = -9.282681005482644, Volatility: 0.8208333333333333, MossChange = -10.948012481549299, Volatility: 0.925, LukeChange = 14.098834464917772, Volatility: 0.8681818181818182, TomChange = 16.380619516476834, Volatility: 1.08125, ThomasChange = 17.994565040750313, Volatility: 0.925, JackChange = 11.037903298192203, Volatility: 0.9944444444444445, Team1Perf = 781, Team2Perf = 1223, DateOfMatch = 28/10/2022 14:24:27
AlexChange = 20.549400273821593, Volatility: 0.9944444444444445, MossChange = 12.348774956699573, Volatility: 0.8681818181818182, ReinChange = 5.501252816902686, Volatility: 0.7807692307692307, HoekChange = 27.27391303386165, Volatility: 1.1928571428571428, LukeChange = -36.16627148896315, Volatility: 0.8208333333333333, AdamChange = -28.59726377192766, Volatility: 0.925, RachelChange = -36.573833442957365, Volatility: 1.55, JackChange = -29.412387679916094, Volatility: 0.925, Team1Perf = 1337, Team2Perf = 580, DateOfMatch = 28/10/2022 14:24:28
ReinChange = 2.78376020300711, Volatility: 0.7464285714285714, LukeChange = 10.991406993200068, Volatility: 0.7807692307692307, MossChange = 6.436163024642976, Volatility: 0.8208333333333333, RachelChange = 12.715012819140588, Volatility: 1.3416666666666668, AdamChange = -8.68920298986685, Volatility: 0.8681818181818182, ThomasChange = -11.120806039995596, Volatility: 0.8681818181818182, KoenChange = -13.387554646047818, Volatility: 1.1928571428571428, NielsChange = -12.52206881464606, Volatility: 1.1928571428571428, Team1Perf = 1163, Team2Perf = 787, DateOfMatch = 28/10/2022 14:24:28
ReinChange = 18.34182097707795, Volatility: 0.7166666666666666, AlvesChange = 80.46538662380725, Volatility: 1.55, AlexChange = 61.65844780497318, Volatility: 0.925, MossChange = 37.14875979591201, Volatility: 0.7807692307692307, GarrettChange = -96.25654045023147, Volatility: 1.55, GallagherChange = -96.25654045023147, Volatility: 1.55, LukeChange = -77.82289284453245, Volatility: 0.7464285714285714, JackChange = -59.82468573345624, Volatility: 0.8681818181818182, Team1Perf = 1751, Team2Perf = 198, DateOfMatch = 28/10/2022 14:24:28
GallagherChange = 19.78947799525462, Volatility: 1.3416666666666668, JackChange = 12.206144532303872, Volatility: 0.8208333333333333, LuddowChange = 27.414025227025753, Volatility: 1.1928571428571428, ReinChange = 4.581597300532741, Volatility: 0.690625, LukeChange = -22.47813188640803, Volatility: 0.7166666666666666, GarrettChange = -28.095226882751216, Volatility: 1.3416666666666668, AlvesChange = -29.206943600777468, Volatility: 1.3416666666666668, AlexChange = -37.105983439385064, Volatility: 0.8681818181818182, Team1Perf = 1355, Team2Perf = 597, DateOfMatch = 28/10/2022 14:24:28
ReinChange = 7.200228535832791, Volatility: 0.6676470588235293, RikChange = 29.392389652846457, Volatility: 1.55, LukeChange = 13.682800120120366, Volatility: 0.690625, RachelChange = 27.215759777830193, Volatility: 1.1928571428571428, AlvesChange = -28.8785121782741, Volatility: 1.1928571428571428, AaronChange = -24.98478019918096, Volatility: 1.08125, JackChange = -12.876223434927912, Volatility: 0.7807692307692307, AlexChange = -24.17754308156409, Volatility: 0.8208333333333333, Team1Perf = 1378, Team2Perf = 622, DateOfMatch = 28/10/2022 14:24:28
LukeChange = 29.059424771645524, Volatility: 0.6676470588235293, AaronChange = 31.29389704534875, Volatility: 0.9944444444444445, AlexChange = 38.80984923871416, Volatility: 0.7807692307692307, RikChange = 36.57537696501093, Volatility: 1.3416666666666668, ReinChange = -4.958883488962893, Volatility: 0.6472222222222221, JackChange = -26.715984796787588, Volatility: 0.7464285714285714, RachelChange = -43.89851608604401, Volatility: 1.08125, AlvesChange = -41.07195249733516, Volatility: 1.08125, Team1Perf = 1432, Team2Perf = 566, DateOfMatch = 28/10/2022 14:24:28
ReinChange = -0.04955966263979983, Volatility: 0.6289473684210526, LukeChange = -0.09149823066074056, Volatility: 0.6472222222222221, GarrettChange = -0.0904159450343937, Volatility: 1.1928571428571428, BradleyChange = -0.1323545130553344, Volatility: 1.08125, AronChange = 0.07780773785910675, Volatility: 1.1928571428571428, RikChange = 0.11085881234793084, Volatility: 1.1928571428571428, AdamChange = 0.05319905739731922, Volatility: 0.8208333333333333, TomChange = 0.10654780263199727, Volatility: 0.9944444444444445, Team1Perf = 1040, Team2Perf = 1042, DateOfMatch = 28/10/2022 14:24:28
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 31/10/2022 15:52:54
ReinChange = 36.83578379751772, Volatility: 1.3416666666666668, JackChange = 3.8693050207476603, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -38.22873360498688, Volatility: 1.55, AdamChange = -38.22873360498688, Volatility: 1.55, HoekChange = -3.86930502074766, Volatility: 1.3416666666666668, LukeChange = -38.22873360498688, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 31/10/2022 15:52:55
AronChange = 12.095538515367215, Volatility: 1.55, ReinChange = 104.53569161906114, Volatility: 1.1928571428571428, LukeChange = 16.601126612341503, Volatility: 1.3416666666666668, ThomasChange = 117.96173937111875, Volatility: 1.3416666666666668, JackChange = -12.114066274134691, Volatility: 1.1928571428571428, AdamChange = -111.78254654457785, Volatility: 1.3416666666666668, MossChange = -111.78254654457785, Volatility: 1.3416666666666668, AlexChange = -18.625376896482084, Volatility: 1.3416666666666668, Team1Perf = 1987, Team2Perf = 7, DateOfMatch = 31/10/2022 15:52:55
ReinChange = 33.19863474314984, Volatility: 1.08125, MossChange = 28.61150375109241, Volatility: 1.1928571428571428, AaronChange = 53.92782163130811, Volatility: 1.3416666666666668, AronChange = 5.806494926654979, Volatility: 1.3416666666666668, LukeChange = -5.817114944810727, Volatility: 1.1928571428571428, AdamChange = -38.669271595629304, Volatility: 1.1928571428571428, AlexChange = -10.165408366056745, Volatility: 1.1928571428571428, KoenChange = -6.500625950825987, Volatility: 1.55, Team1Perf = 1562, Team2Perf = 415, DateOfMatch = 31/10/2022 15:52:55
LukeChange = 6.848457398705857, Volatility: 1.08125, ReinChange = 18.81596376210094, Volatility: 0.9944444444444445, KoenChange = 4.7731672778859, Volatility: 1.3416666666666668, LuddowChange = 4.150580241639913, Volatility: 1.55, JackChange = -30.11408867370692, Volatility: 1.08125, NielsChange = -30.94529986194035, Volatility: 1.3416666666666668, TomChange = -30.94529986194035, Volatility: 1.3416666666666668, ThomasChange = -11.896710131590947, Volatility: 1.1928571428571428, Team1Perf = 1419, Team2Perf = 640, DateOfMatch = 31/10/2022 15:52:55
ReinChange = 0.5973423925514855, Volatility: 0.925, LukeChange = 0.1560659418815116, Volatility: 0.9944444444444445, BradleyChange = 0.1560659418815116, Volatility: 1.3416666666666668, AdamChange = 0.900110319801618, Volatility: 1.08125, ThomasChange = -1.1635139037591065, Volatility: 1.08125, MossChange = -0.7201926131879743, Volatility: 1.08125, AaronChange = -1.3107423766425086, Volatility: 1.1928571428571428, AlexChange = -0.16358719209266878, Volatility: 1.08125, Team1Perf = 1026, Team2Perf = 1005, DateOfMatch = 31/10/2022 15:52:55
